PricingDate,Product,Customer,Channel,Territory,ContractQuantity,InvoicePrice,InvoiceAmount,NetPrice,NetAmount,Discount,isDiscount,nContractQuantity,nInvoicePrice
05-DEC-12,Product_63,Customer_235,Channel_4,Territory_54,5,24.67,123.35,24.67,123.35,0,FALSE,-0.56711585103327,-0.664516959415305
16-OCT-12,Product_32,Customer_53,Channel_7,Territory_38,36,108.5,3906,60.28,2170.08,0.444423963133641,TRUE,0.76716564702786,0.665170082035682
20-DEC-12,Product_58,Customer_173,Channel_4,Territory_17,2,59.5,119,59.5,119,0,FALSE,-1.18643681824211,0.125836041397931
02-OCT-12,Product_71,Customer_709,Channel_8,Territory_5,20,75,1500,75,1500,0,FALSE,0.36988060074668,0.333671640289115
05-DEC-12,Product_88,Customer_1694,Channel_4,Territory_22,13,25.4,330.2,19.54,254.02,0.230708661417323,TRUE,0.078714398829812,-0.638337972089524
04-DEC-12,Product_123,Customer_1589,Channel_11,Territory_23,30,40,1200,40,1200,0,FALSE,0.643934494546704,-0.23065059574175
25-OCT-12,Product_101,Customer_1243,Channel_4,Territory_10,17,92.9,1579.3,54.65,929.05,0.411733046286329,TRUE,0.260034045384892,0.525818229996073
11-OCT-12,Product_30,Customer_547,Channel_7,Territory_19,36,86.8,3124.8,48.22,1735.92,0.444470046082949,TRUE,0.76716564702786,0.464846930348248
14-SEP-12,Product_64,Customer_441,Channel_7,Territory_31,6,26.95,161.7,26.95,161.7,0,FALSE,-0.443884698552114,-0.585161592117411
18-DEC-12,Product_48,Customer_580,Channel_8,Territory_90,15,1225,18375,816.67,12250.05,0.333330612244898,TRUE,0.17543626865673,2.84122441730041
02-NOV-12,Product_94,Customer_723,Channel_8,Territory_50,20,70,1400,70,1400,0,FALSE,0.36988060074668,0.271734517845586
17-AUG-12,Product_73,Customer_1463,Channel_7,Territory_15,12,18.13,217.56,18.13,217.56,0,FALSE,0.0246135273378611,-0.941036347691646
05-JUL-12,Product_128,Customer_1347,Channel_8,Territory_45,8,750,6000,375,3000,0.5,TRUE,-0.249440366462164,2.40077642615661
21-SEP-12,Product_8,Customer_1883,Channel_7,Territory_35,270,13.9,3753,10.3,2781,0.258992805755396,TRUE,2.1290387339267,-1.17954510714
03-OCT-12,Product_47,Customer_464,Channel_7,Territory_33,2,114.8,229.6,114.8,229.6,0,FALSE,-1.18643681824211,0.71583926435917
04-DEC-12,Product_47,Customer_1817,Channel_7,Territory_28,6,114.8,688.8,114.8,688.8,0,FALSE,-0.443884698552114,0.71583926435917
06-SEP-12,Product_43,Customer_494,Channel_10,Territory_57,12,56,672,46.67,560.04,0.166607142857143,TRUE,0.0246135273378611,0.0714113661581517
24-SEP-12,Product_92,Customer_1726,Channel_8,Territory_111,24,19.6,470.4,19.6,470.4,0,FALSE,0.493111753227836,-0.871047761395319
02-NOV-12,Product_42,Customer_1431,Channel_7,Territory_27,2,82,164,82,164,0,FALSE,-1.18643681824211,0.413777302459269
21-NOV-12,Product_126,Customer_489,Channel_7,Territory_85,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
23-NOV-12,Product_115,Customer_1677,Channel_4,Territory_10,200,16.5,3300,8.25,1650,0.5,TRUE,1.92619801973547,-1.02560958326122
02-NOV-12,Product_54,Customer_1883,Channel_7,Territory_35,28,13,364,9.29,260.12,0.285384615384615,TRUE,0.597302208075337,-1.23963883632387
30-OCT-12,Product_8,Customer_605,Channel_8,Territory_70,20,12.1,242,12.1,242,0,FALSE,0.36988060074668,-1.30404565001418
17-JUL-12,Product_27,Customer_1671,Channel_8,Territory_12,15,51.7,775.5,51.7,775.5,0,FALSE,0.17543626865673,-0.00031196889443718
19-OCT-12,Product_41,Customer_1726,Channel_8,Territory_110,8,985,7880,985,7880,0,FALSE,-0.249440366462164,2.64546988718814
02-JUL-12,Product_92,Customer_417,Channel_7,Territory_29,6,24.5,147,20.42,122.52,0.166530612244898,TRUE,-0.443884698552114,-0.670724609707885
28-DEC-12,Product_130,Customer_1495,Channel_7,Territory_15,70,107,7490,76.43,5350.1,0.285700934579439,TRUE,1.21662317528418,0.652672448152333
15-AUG-12,Product_64,Customer_373,Channel_7,Territory_19,12,26.95,323.4,26.95,323.4,0,FALSE,0.0246135273378611,-0.585161592117411
06-JUL-12,Product_108,Customer_1615,Channel_8,Territory_50,2,66.3,132.6,66.3,132.6,0,FALSE,-1.18643681824211,0.222982861025274
21-NOV-12,Product_1,Customer_1431,Channel_7,Territory_2,13,14,182,10.77,140.01,0.230714285714286,TRUE,0.078714398829812,-1.17310972329522
26-SEP-12,Product_49,Customer_378,Channel_7,Territory_35,1,62.5,62.5,62.5,62.5,0,FALSE,-1.65493504413209,0.169995707633119
24-OCT-12,Product_60,Customer_1354,Channel_7,Territory_62,2,1500,3000,1500,3000,0,FALSE,-1.18643681824211,3.02303697088329
06-SEP-12,Product_42,Customer_1632,Channel_4,Territory_79,3,82,246,82,246,0,FALSE,-0.912382924442088,0.413777302459269
20-DEC-12,Product_33,Customer_522,Channel_7,Territory_25,34,64,2176,37.65,1280.1,0.41171875,TRUE,0.728532271274866,0.191286797297501
11-DEC-12,Product_123,Customer_109,Channel_7,Territory_32,1,35.29,35.29,35.29,35.29,0,FALSE,-1.65493504413209,-0.343118321210961
16-JUL-12,Product_73,Customer_510,Channel_7,Territory_19,3,18.13,54.39,18.13,54.39,0,FALSE,-0.912382924442088,-0.941036347691646
16-JUL-12,Product_130,Customer_1831,Channel_10,Territory_75,21,82,1722,78.1,1640.1,0.0475609756097562,TRUE,0.402857875985387,0.413777302459269
11-OCT-12,Product_100,Customer_1605,Channel_8,Territory_12,10,38,380,38,380,0,FALSE,-0.0986176251432948,-0.276698237861046
01-OCT-12,Product_113,Customer_237,Channel_10,Territory_4,1,1200,1200,1200,1200,0,FALSE,-1.65493504413209,2.82271381919586
27-DEC-12,Product_130,Customer_352,Channel_1,Territory_35,70,107,7490,76.43,5350.1,0.285700934579439,TRUE,1.21662317528418,0.652672448152333
07-SEP-12,Product_83,Customer_1655,Channel_4,Territory_21,29,19,551,13.1,379.9,0.310526315789474,TRUE,0.621020433492394,-0.898958782587732
13-DEC-12,Product_57,Customer_661,Channel_7,Territory_15,6,9.86,59.16,9.86,59.16,0,FALSE,-0.443884698552114,-1.48782874362442
18-JUL-12,Product_88,Customer_1823,Channel_8,Territory_18,10,21.7,217,21.7,217,0,FALSE,-0.0986176251432948,-0.779674159105124
06-DEC-12,Product_7,Customer_1009,Channel_4,Territory_39,48,25,1200,12.5,600,0.5,TRUE,0.961609979117811,-0.652587988781002
26-SEP-12,Product_59,Customer_549,Channel_7,Territory_32,15,12.5,187.5,8.33,124.95,0.3336,TRUE,0.17543626865673,-1.27484853350769
27-NOV-12,Product_126,Customer_114,Channel_7,Territory_41,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
21-SEP-12,Product_31,Customer_547,Channel_7,Territory_19,18,108.5,1953,60.28,1085.04,0.444423963133641,TRUE,0.298667421137886,0.665170082035682
03-SEP-12,Product_35,Customer_710,Channel_7,Territory_26,26,18.2,473.2,14,364,0.230769230769231,TRUE,0.547212624719787,-0.937576874423973
05-SEP-12,Product_61,Customer_949,Channel_4,Territory_97,30,60,1800,60,1800,0,FALSE,0.643934494546704,0.133348488601681
04-OCT-12,Product_102,Customer_1882,Channel_8,Territory_50,30,7.1,213,7.1,213,0,FALSE,0.643934494546704,-1.78263626441576
13-DEC-12,Product_123,Customer_506,Channel_7,Territory_29,2,40,80,40,80,0,FALSE,-1.18643681824211,-0.23065059574175
27-AUG-12,Product_59,Customer_1421,Channel_7,Territory_15,10,8.62,86.2,8.62,86.2,0,FALSE,-0.0986176251432948,-1.60848492466254
24-JUL-12,Product_4,Customer_444,Channel_7,Territory_19,6,6.93,41.58,6.93,41.58,0,FALSE,-0.443884698552114,-1.80439277815869
18-DEC-12,Product_13,Customer_736,Channel_8,Territory_45,10,74.9,749,74.9,749,0,FALSE,-0.0986176251432948,0.332473865325549
02-AUG-12,Product_98,Customer_368,Channel_7,Territory_33,6,42.25,253.5,42.25,253.5,0,FALSE,-0.443884698552114,-0.181522291038506
12-DEC-12,Product_43,Customer_328,Channel_7,Territory_92,165,86.8,14322,47.35,7812.75,0.454493087557604,TRUE,1.79617384457599,0.464846930348248
11-SEP-12,Product_57,Customer_358,Channel_7,Territory_15,3,14.3,42.9,14.3,42.9,0,FALSE,-0.912382924442088,-1.1540758187334
10-DEC-12,Product_101,Customer_1700,Channel_7,Territory_28,170,92.9,15793,54.65,9290.5,0.411733046286329,TRUE,1.81635146437368,0.525818229996073
07-AUG-12,Product_90,Customer_193,Channel_7,Territory_29,3,53.34,160.02,53.34,160.02,0,FALSE,-0.912382924442088,0.0277230741538086
27-AUG-12,Product_8,Customer_723,Channel_8,Territory_50,10,12.1,121,12.1,121,0,FALSE,-0.0986176251432948,-1.30404565001418
02-OCT-12,Product_72,Customer_265,Channel_4,Territory_40,17,108.5,1844.5,63.82,1084.94,0.411797235023041,TRUE,0.260034045384892,0.665170082035682
05-DEC-12,Product_124,Customer_1737,Channel_7,Territory_15,6,18.13,108.78,18.13,108.78,0,FALSE,-0.443884698552114,-0.941036347691646
07-NOV-12,Product_108,Customer_1531,Channel_8,Territory_50,2,66.3,132.6,66.3,132.6,0,FALSE,-1.18643681824211,0.222982861025274
07-NOV-12,Product_35,Customer_1695,Channel_7,Territory_28,26,18.2,473.2,14,364,0.230769230769231,TRUE,0.547212624719787,-0.937576874423973
20-DEC-12,Product_31,Customer_939,Channel_4,Territory_27,13,108.5,1410.5,108.5,1410.5,0,FALSE,0.078714398829812,0.665170082035682
07-AUG-12,Product_49,Customer_580,Channel_8,Territory_90,25,57.7,1442.5,57.7,1442.5,0,FALSE,0.520703342065548,0.0982584810656704
19-DEC-12,Product_4,Customer_510,Channel_7,Territory_19,6,6.93,41.58,6.93,41.58,0,FALSE,-0.443884698552114,-1.80439277815869
26-NOV-12,Product_70,Customer_1456,Channel_7,Territory_29,3,92,276,92,276,0,FALSE,-0.912382924442088,0.517078745271708
16-AUG-12,Product_132,Customer_1726,Channel_8,Territory_107,25,14.2,355,14.2,355,0,FALSE,0.520703342065548,-1.16037571968907
19-NOV-12,Product_36,Customer_1844,Channel_7,Territory_15,3,46.5,139.5,46.5,139.5,0,FALSE,-0.912382924442088,-0.0954764919349087
04-DEC-12,Product_107,Customer_1330,Channel_11,Territory_108,20,340,6800,340,6800,0,FALSE,0.36988060074668,1.69055571367809
04-JUL-12,Product_59,Customer_1205,Channel_4,Territory_17,290,12.5,3625,8.62,2499.8,0.3104,TRUE,2.17733785248119,-1.27484853350769
19-NOV-12,Product_47,Customer_616,Channel_8,Territory_45,1,114.8,114.8,114.8,114.8,0,FALSE,-1.65493504413209,0.71583926435917
28-AUG-12,Product_8,Customer_580,Channel_8,Territory_90,15,12.1,181.5,12.1,181.5,0,FALSE,0.17543626865673,-1.30404565001418
21-SEP-12,Product_10,Customer_1803,Channel_8,Territory_45,40,51,2040,51,2040,0,FALSE,0.838378826636654,-0.0125499878459736
03-AUG-12,Product_30,Customer_499,Channel_7,Territory_28,85,86.8,7378,51.06,4340.1,0.411751152073733,TRUE,1.34785323848371,0.464846930348248
08-OCT-12,Product_75,Customer_1465,Channel_4,Territory_53,100,39,3900,19.5,1950,0.5,TRUE,1.4576997938455,-0.253379207253757
02-OCT-12,Product_25,Customer_642,Channel_7,Territory_15,150,16.55,2482.5,16.55,2482.5,0,FALSE,1.73175368764552,-1.02289329616012
22-AUG-12,Product_42,Customer_755,Channel_7,Territory_32,4,82,328,82,328,0,FALSE,-0.717938592352138,0.413777302459269
04-JUL-12,Product_131,Customer_1792,Channel_10,Territory_4,1,1175,1175,1175,1175,0,FALSE,-1.65493504413209,2.8038134957967
14-NOV-12,Product_58,Customer_1702,Channel_7,Territory_31,2,59.5,119,59.5,119,0,FALSE,-1.18643681824211,0.125836041397931
20-NOV-12,Product_124,Customer_1778,Channel_7,Territory_32,96,18.13,1740.48,18.13,1740.48,0,FALSE,1.43010820500778,-0.941036347691646
04-JUL-12,Product_130,Customer_1726,Channel_8,Territory_111,2205,82,180810,78.1,172210.5,0.0475609756097562,TRUE,3.54846998920168,0.413777302459269
19-NOV-12,Product_42,Customer_1373,Channel_7,Territory_19,5,82,410,82,410,0,FALSE,-0.56711585103327,0.413777302459269
21-SEP-12,Product_94,Customer_1605,Channel_8,Territory_12,6,70,420,70,420,0,FALSE,-0.443884698552114,0.271734517845586
25-JUL-12,Product_60,Customer_1347,Channel_8,Territory_45,5,1250,6250,1250,6250,0,FALSE,-0.56711585103327,2.8593610382273
08-NOV-12,Product_68,Customer_723,Channel_8,Territory_50,10,13.8,138,13.8,138,0,FALSE,-0.0986176251432948,-1.18602695625235
16-JUL-12,Product_124,Customer_1778,Channel_7,Territory_32,744,18.13,13488.72,18.13,13488.72,0,FALSE,2.81414393535474,-0.941036347691646
04-SEP-12,Product_106,Customer_1145,Channel_4,Territory_34,15,50,750,33.33,499.95,0.3334,TRUE,0.17543626865673,-0.0303274440543159
24-AUG-12,Product_30,Customer_1279,Channel_4,Territory_14,13,86.8,1128.4,66.77,868.01,0.230760368663594,TRUE,0.078714398829812,0.464846930348248
12-DEC-12,Product_37,Customer_159,Channel_7,Territory_33,1,110,110,110,110,0,FALSE,-1.65493504413209,0.677496118262844
20-NOV-12,Product_98,Customer_346,Channel_10,Territory_30,10,39,390,39,390,0,FALSE,-0.0986176251432948,-0.253379207253757
20-DEC-12,Product_35,Customer_1820,Channel_7,Territory_35,26,18.2,473.2,14,364,0.230769230769231,TRUE,0.547212624719787,-0.937576874423973
13-AUG-12,Product_135,Customer_461,Channel_7,Territory_35,20,13,260,13,260,0,FALSE,0.36988060074668,-1.23963883632387
27-AUG-12,Product_36,Customer_1786,Channel_7,Territory_32,2,46.5,93,46.5,93,0,FALSE,-1.18643681824211,-0.0954764919349087
24-AUG-12,Product_98,Customer_596,Channel_8,Territory_45,10,39,390,39,390,0,FALSE,-0.0986176251432948,-0.253379207253757
15-OCT-12,Product_123,Customer_1605,Channel_8,Territory_12,20,50,1000,50,1000,0,FALSE,0.36988060074668,-0.0303274440543159
09-OCT-12,Product_59,Customer_1553,Channel_7,Territory_15,12,8.62,103.44,8.62,103.44,0,FALSE,0.0246135273378611,-1.60848492466254
04-SEP-12,Product_59,Customer_679,Channel_4,Territory_91,290,12.5,3625,8.62,2499.8,0.3104,TRUE,2.17733785248119,-1.27484853350769
19-SEP-12,Product_35,Customer_709,Channel_8,Territory_5,5,13.5,67.5,13.5,67.5,0,FALSE,-0.56711585103327,-1.20575812857895
01-NOV-12,Product_35,Customer_622,Channel_4,Territory_49,18,18.2,327.6,15.17,273.06,0.166483516483516,TRUE,0.298667421137886,-0.937576874423973
11-SEP-12,Product_90,Customer_723,Channel_8,Territory_50,5,41,205,41,205,0,FALSE,-0.56711585103327,-0.208483242267417
03-OCT-12,Product_102,Customer_65,Channel_7,Territory_15,12,7.1,85.2,7.1,85.2,0,FALSE,0.0246135273378611,-1.78263626441576
15-OCT-12,Product_32,Customer_622,Channel_4,Territory_49,6,108.5,651,90.42,542.52,0.166635944700461,TRUE,-0.443884698552114,0.665170082035682
13-DEC-12,Product_35,Customer_541,Channel_7,Territory_15,6,13.48,80.88,13.48,80.88,0,FALSE,-0.443884698552114,-1.20708908835131
24-DEC-12,Product_106,Customer_230,Channel_8,Territory_94,50,30,1500,30,1500,0,FALSE,0.989201567955523,-0.488912056125005
29-AUG-12,Product_8,Customer_1398,Channel_7,Territory_28,81,13.9,1125.9,10.3,834.3,0.258992805755396,TRUE,1.31527343462791,-1.17954510714
23-AUG-12,Product_110,Customer_596,Channel_8,Territory_45,4,1125,4500,1125,4500,0,FALSE,-0.717938592352138,2.76477551050004
22-OCT-12,Product_92,Customer_422,Channel_7,Territory_19,39,24.5,955.5,18.85,735.15,0.230612244897959,TRUE,0.821266518519811,-0.670724609707885
10-JUL-12,Product_24,Customer_309,Channel_7,Territory_28,10,17.08,170.8,17.08,170.8,0,FALSE,-0.0986176251432948,-0.994594904000742
20-NOV-12,Product_25,Customer_1737,Channel_7,Territory_15,3,17.29,51.87,17.29,51.87,0,FALSE,-0.912382924442088,-0.983624516543269
05-SEP-12,Product_126,Customer_129,Channel_11,Territory_69,1,239,239,239,239,0,FALSE,-1.65493504413209,1.37412121268448
29-AUG-12,Product_124,Customer_1778,Channel_7,Territory_32,24,18.13,435.12,18.13,435.12,0,FALSE,0.493111753227836,-0.941036347691646
06-JUL-12,Product_49,Customer_211,Channel_7,Territory_28,2,62.5,125,62.5,125,0,FALSE,-1.18643681824211,0.169995707633119
05-OCT-12,Product_107,Customer_865,Channel_4,Territory_108,66,340,22440,30.91,2040.06,0.909088235294118,TRUE,1.17685287736714,1.69055571367809
04-DEC-12,Product_32,Customer_680,Channel_4,Territory_34,17,108.5,1844.5,63.82,1084.94,0.411797235023041,TRUE,0.260034045384892,0.665170082035682
03-AUG-12,Product_80,Customer_1803,Channel_8,Territory_45,30,127.7,3831,127.7,3831,0,FALSE,0.643934494546704,0.811440812621139
20-JUL-12,Product_83,Customer_1832,Channel_7,Territory_15,6,14.87,89.22,14.87,89.22,0,FALSE,-0.443884698552114,-1.11898685750593
11-DEC-12,Product_12,Customer_948,Channel_4,Territory_58,1,155,155,155,155,0,FALSE,-1.65493504413209,0.985368664862467
03-JUL-12,Product_68,Customer_911,Channel_4,Territory_27,36,45,1620,25,900,0.444444444444444,TRUE,0.76716564702786,-0.124912971781574
12-DEC-12,Product_13,Customer_326,Channel_4,Territory_79,16,97.4,1558.4,60.88,974.08,0.374948665297741,TRUE,0.219057859427811,0.56828326568084
03-AUG-12,Product_135,Customer_187,Channel_7,Territory_35,9,13,117,13,117,0,FALSE,-0.169830804752089,-1.23963883632387
09-AUG-12,Product_37,Customer_1028,Channel_4,Territory_23,22,110,2420,100,2200,0.0909090909090909,TRUE,0.434300757677144,0.677496118262844
10-OCT-12,Product_26,Customer_1859,Channel_7,Territory_19,11,17.29,190.19,15.72,172.92,0.090803932909196,TRUE,-0.0341974682128303,-0.983624516543269
19-SEP-12,Product_36,Customer_723,Channel_8,Territory_50,5,50,250,50,250,0,FALSE,-0.56711585103327,-0.0303274440543159
11-SEP-12,Product_122,Customer_691,Channel_4,Territory_22,18,90,1620,50,900,0.444444444444444,TRUE,0.298667421137886,0.497347572945112
23-NOV-12,Product_59,Customer_40,Channel_7,Territory_19,93,12.5,1162.5,8.06,749.58,0.3552,TRUE,1.40864925768482,-1.27484853350769
01-NOV-12,Product_58,Customer_307,Channel_7,Territory_38,1,59.5,59.5,59.5,59.5,0,FALSE,-1.65493504413209,0.125836041397931
23-JUL-12,Product_112,Customer_605,Channel_8,Territory_70,50,49.5,2475,49.5,2475,0,FALSE,0.989201567955523,-0.0393499541911005
17-OCT-12,Product_130,Customer_1623,Channel_8,Territory_111,168,82,13776,78.1,13120.8,0.0475609756097562,TRUE,1.80835255365531,0.413777302459269
07-AUG-12,Product_98,Customer_1666,Channel_11,Territory_75,50,39,1950,39,1950,0,FALSE,0.989201567955523,-0.253379207253757
20-SEP-12,Product_104,Customer_1156,Channel_4,Territory_54,20,15,300,15,300,0,FALSE,0.36988060074668,-1.11117260085169
13-SEP-12,Product_30,Customer_710,Channel_7,Territory_26,15,86.8,1302,57.87,868.05,0.333294930875576,TRUE,0.17543626865673,0.464846930348248
21-DEC-12,Product_50,Customer_580,Channel_8,Territory_90,5,62.6,313,62.6,313,0,FALSE,-0.56711585103327,0.171430931283363
11-JUL-12,Product_98,Customer_1531,Channel_8,Territory_50,5,39,195,39,195,0,FALSE,-0.56711585103327,-0.253379207253757
05-OCT-12,Product_98,Customer_723,Channel_8,Territory_50,10,39,390,39,390,0,FALSE,-0.0986176251432948,-0.253379207253757
07-AUG-12,Product_34,Customer_596,Channel_8,Territory_45,4,65,260,65,260,0,FALSE,-0.717938592352138,0.205205404816932
16-AUG-12,Product_126,Customer_1842,Channel_7,Territory_98,3,243.8,731.4,243.8,731.4,0,FALSE,-0.912382924442088,1.39197231688515
12-SEP-12,Product_44,Customer_736,Channel_8,Territory_45,1,410,410,410,410,0,FALSE,-1.65493504413209,1.85862154360008
12-JUL-12,Product_126,Customer_1699,Channel_7,Territory_69,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
27-SEP-12,Product_15,Customer_17,Channel_11,Territory_25,15,180,2700,120,1800,0.333333333333333,TRUE,0.17543626865673,1.1196081176718
04-SEP-12,Product_130,Customer_1318,Channel_8,Territory_50,20,82,1640,82,1640,0,FALSE,0.36988060074668,0.413777302459269
21-SEP-12,Product_31,Customer_1726,Channel_8,Territory_111,10,64.4,644,64.4,644,0,FALSE,-0.0986176251432948,0.196880162444923
27-SEP-12,Product_126,Customer_1834,Channel_7,Territory_41,2,243.8,487.6,243.8,487.6,0,FALSE,-1.18643681824211,1.39197231688515
24-DEC-12,Product_26,Customer_1606,Channel_7,Territory_1,6,17.29,103.74,17.29,103.74,0,FALSE,-0.443884698552114,-0.983624516543269
17-AUG-12,Product_65,Customer_242,Channel_7,Territory_15,12,17.29,207.48,17.29,207.48,0,FALSE,0.0246135273378611,-0.983624516543269
21-SEP-12,Product_126,Customer_313,Channel_7,Territory_87,1,243.8,243.8,243.8,243.8,0,FALSE,-1.65493504413209,1.39197231688515
19-SEP-12,Product_51,Customer_601,Channel_6,Territory_55,200,28.6,5720,28.6,5720,0,FALSE,1.92619801973547,-0.531815274006715
23-NOV-12,Product_43,Customer_784,Channel_4,Territory_67,13,86.8,1128.4,66.77,868.01,0.230760368663594,TRUE,0.078714398829812,0.464846930348248
13-JUL-12,Product_42,Customer_1359,Channel_7,Territory_19,1,82,82,82,82,0,FALSE,-1.65493504413209,0.413777302459269
03-OCT-12,Product_120,Customer_1272,Channel_4,Territory_54,42,30,1260,14.29,600.18,0.523666666666667,TRUE,0.871356101875362,-0.488912056125005
16-AUG-12,Product_126,Customer_1726,Channel_8,Territory_111,60,239,14340,239,14340,0,FALSE,1.11243272043668,1.37412121268448
12-SEP-12,Product_126,Customer_954,Channel_4,Territory_85,5,239,1195,239,1195,0,FALSE,-0.56711585103327,1.37412121268448
26-DEC-12,Product_76,Customer_719,Channel_4,Territory_54,190,64.5,12255,33.95,6450.5,0.473643410852713,TRUE,1.89152887861424,0.198273075372961
14-AUG-12,Product_80,Customer_333,Channel_7,Territory_38,1,146.9,146.9,146.9,146.9,0,FALSE,-1.65493504413209,0.937184654094593
03-SEP-12,Product_130,Customer_498,Channel_7,Territory_35,130,107,13910,82.31,10700.3,0.230747663551402,TRUE,1.6350318178186,0.652672448152333
11-OCT-12,Product_58,Customer_737,Channel_7,Territory_33,2,59.5,119,59.5,119,0,FALSE,-1.18643681824211,0.125836041397931
