PricingDate,Product,Customer,Channel,Territory,ContractQuantity,InvoicePrice,InvoiceAmount,NetPrice,NetAmount
07-DEC-12,Product_35,Customer_1580,Channel_7,Territory_92,26,18.2,473.2,14,364
21-NOV-12,Product_32,Customer_1755,Channel_7,Territory_92,14,108.5,1519,77.5,1085
25-OCT-12,Product_53,Customer_1543,Channel_7,Territory_35,68,108,7344,63.53,4320.04
19-SEP-12,Product_49,Customer_368,Channel_7,Territory_33,10,62.5,625,62.5,625
11-DEC-12,Product_102,Customer_86,Channel_7,Territory_15,3,7.1,21.3,7.1,21.3
18-DEC-12,Product_73,Customer_35,Channel_7,Territory_15,3,18.13,54.39,18.13,54.39
22-OCT-12,Product_91,Customer_767,Channel_8,Territory_6,20,20,400,20,400
27-NOV-12,Product_16,Customer_1442,Channel_8,Territory_50,5,41.7,208.5,41.7,208.5
05-JUL-12,Product_130,Customer_520,Channel_8,Territory_94,21,82,1722,78.1,1640.1
02-OCT-12,Product_130,Customer_573,Channel_7,Territory_26,65,107,6955,82.31,5350.15
05-JUL-12,Product_94,Customer_25,Channel_8,Territory_5,20,70,1400,70,1400
03-OCT-12,Product_126,Customer_1842,Channel_7,Territory_98,3,243.8,731.4,243.8,731.4
03-SEP-12,Product_4,Customer_642,Channel_7,Territory_15,480,5.13,2462.4,5.13,2462.4
05-DEC-12,Product_90,Customer_1435,Channel_7,Territory_31,6,53.34,320.04,53.34,320.04
10-JUL-12,Product_130,Customer_1250,Channel_4,Territory_14,25,107,2675,85.6,2140
06-SEP-12,Product_4,Customer_642,Channel_7,Territory_15,864,5.13,4432.32,5.13,4432.32
06-NOV-12,Product_102,Customer_1829,Channel_8,Territory_50,10,7.1,71,7.1,71
09-OCT-12,Product_59,Customer_661,Channel_7,Territory_15,12,8.62,103.44,8.62,103.44
19-SEP-12,Product_100,Customer_1795,Channel_4,Territory_53,85,64.5,5482.5,37.94,3224.9
19-NOV-12,Product_36,Customer_1844,Channel_7,Territory_15,3,46.5,139.5,46.5,139.5
15-AUG-12,Product_94,Customer_907,Channel_4,Territory_103,30,70,2100,70,2100
14-NOV-12,Product_126,Customer_787,Channel_4,Territory_98,5,239,1195,239,1195
26-DEC-12,Product_52,Customer_1524,Channel_4,Territory_97,8,40,320,40,320
11-JUL-12,Product_100,Customer_1571,Channel_7,Territory_29,32,64.5,2064,40.31,1289.92
16-OCT-12,Product_102,Customer_1540,Channel_10,Territory_25,620,10.3,6386,6.65,4123
27-JUL-12,Product_43,Customer_816,Channel_11,Territory_27,35,86.8,3038,62,2170
24-JUL-12,Product_61,Customer_551,Channel_11,Territory_25,20,60,1200,60,1200
14-NOV-12,Product_130,Customer_1702,Channel_7,Territory_31,120,107,12840,89.17,10700.4
26-NOV-12,Product_98,Customer_432,Channel_7,Territory_29,1,42.25,42.25,42.25,42.25
01-AUG-12,Product_43,Customer_885,Channel_4,Territory_97,15,86.8,1302,57.87,868.05
19-DEC-12,Product_117,Customer_75,Channel_7,Territory_2,7,122.9,860.3,105.34,737.38
01-AUG-12,Product_35,Customer_86,Channel_7,Territory_15,3,13.48,40.44,13.48,40.44
23-JUL-12,Product_124,Customer_104,Channel_7,Territory_29,6,16.68,100.08,16.68,100.08
04-DEC-12,Product_101,Customer_1543,Channel_7,Territory_35,340,92.9,31586,54.65,18581
01-NOV-12,Product_32,Customer_1079,Channel_4,Territory_97,17,108.5,1844.5,63.82,1084.94
04-DEC-12,Product_123,Customer_1608,Channel_7,Territory_38,5,40,200,40,200
03-JUL-12,Product_7,Customer_9,Channel_4,Territory_25,18,25,450,13.89,250.02
03-SEP-12,Product_100,Customer_80,Channel_4,Territory_53,17,64.5,1096.5,37.94,644.98
17-OCT-12,Product_103,Customer_767,Channel_8,Territory_6,2,750,1500,750,1500
24-DEC-12,Product_130,Customer_333,Channel_7,Territory_38,70,107,7490,76.43,5350.1
13-JUL-12,Product_47,Customer_1062,Channel_4,Territory_92,5,114.8,574,114.8,574
05-DEC-12,Product_77,Customer_1342,Channel_8,Territory_5,3,520,1560,520,1560
06-NOV-12,Product_8,Customer_395,Channel_7,Territory_26,39,13.9,542.1,10.69,416.91
29-OCT-12,Product_47,Customer_1667,Channel_11,Territory_27,7,114.8,803.6,114.8,803.6
07-AUG-12,Product_70,Customer_764,Channel_7,Territory_29,6,92,552,92,552
03-JUL-12,Product_83,Customer_1543,Channel_7,Territory_35,13,19,247,14.62,190.06
01-AUG-12,Product_126,Customer_1081,Channel_4,Territory_65,1,239,239,239,239
06-JUL-12,Product_126,Customer_757,Channel_7,Territory_93,1,243.8,243.8,243.8,243.8
28-NOV-12,Product_33,Customer_277,Channel_11,Territory_25,21,64,1344,45.71,959.91
18-DEC-12,Product_98,Customer_333,Channel_7,Territory_38,3,42.25,126.75,42.25,126.75
05-NOV-12,Product_91,Customer_829,Channel_4,Territory_27,30,30,900,20,600
04-DEC-12,Product_31,Customer_626,Channel_10,Territory_30,50,108.5,5425,54.25,2712.5
15-AUG-12,Product_58,Customer_1721,Channel_7,Territory_28,1,59.5,59.5,59.5,59.5
13-AUG-12,Product_19,Customer_666,Channel_4,Territory_22,1,87,87,87,87
09-OCT-12,Product_135,Customer_1755,Channel_7,Territory_92,6,13,78,13,78
11-SEP-12,Product_126,Customer_409,Channel_7,Territory_93,5,243.8,1219,243.8,1219
10-DEC-12,Product_98,Customer_1543,Channel_7,Territory_35,40,42.25,1690,42.25,1690
04-OCT-12,Product_136,Customer_1871,Channel_7,Territory_1,6,6.51,39.06,6.51,39.06
20-NOV-12,Product_135,Customer_1342,Channel_8,Territory_5,20,13,260,13,260
23-AUG-12,Product_17,Customer_409,Channel_7,Territory_92,2,323.4,646.8,323.4,646.8
27-AUG-12,Product_8,Customer_368,Channel_7,Territory_33,39,13.9,542.1,10.69,416.91
28-NOV-12,Product_126,Customer_1062,Channel_4,Territory_93,5,239,1195,239,1195
05-NOV-12,Product_135,Customer_1137,Channel_4,Territory_52,10,13,130,13,130
27-NOV-12,Product_63,Customer_166,Channel_7,Territory_15,1,50,50,50,50
17-OCT-12,Product_8,Customer_395,Channel_7,Territory_26,39,13.9,542.1,10.69,416.91
08-NOV-12,Product_59,Customer_1273,Channel_4,Territory_17,35,12.5,437.5,8.93,312.55
11-SEP-12,Product_98,Customer_368,Channel_7,Territory_33,6,42.25,253.5,42.25,253.5
12-NOV-12,Product_98,Customer_354,Channel_7,Territory_35,3,42.25,126.75,42.25,126.75
24-JUL-12,Product_58,Customer_1543,Channel_7,Territory_35,10,59.5,595,59.5,595
24-JUL-12,Product_72,Customer_995,Channel_4,Territory_17,17,108.5,1844.5,63.82,1084.94
26-DEC-12,Product_90,Customer_333,Channel_7,Territory_38,6,53.34,320.04,53.34,320.04
20-SEP-12,Product_59,Customer_1469,Channel_7,Territory_32,10,12.5,125,12.5,125
09-NOV-12,Product_16,Customer_995,Channel_4,Territory_17,28,52.9,1481.2,37.79,1058.12
27-DEC-12,Product_26,Customer_1778,Channel_7,Territory_32,24,17.05,409.2,17.05,409.2
27-DEC-12,Product_116,Customer_1778,Channel_7,Territory_32,138,6.5,897,6.5,897
08-OCT-12,Product_130,Customer_522,Channel_7,Territory_25,130,107,13910,82.31,10700.3
10-AUG-12,Product_130,Customer_522,Channel_7,Territory_25,130,107,13910,82.31,10700.3
28-AUG-12,Product_123,Customer_1859,Channel_7,Territory_19,60,40,2400,40,2400
24-DEC-12,Product_120,Customer_735,Channel_4,Territory_25,100,30,3000,15,1500
21-NOV-12,Product_135,Customer_125,Channel_7,Territory_32,10,13,130,13,130
29-NOV-12,Product_26,Customer_1778,Channel_7,Territory_32,48,17.05,818.4,17.05,818.4
30-JUL-12,Product_114,Customer_1778,Channel_7,Territory_32,11,39.12,430.32,39.12,430.32
09-AUG-12,Product_47,Customer_1723,Channel_11,Territory_92,20,114.8,2296,114.8,2296
28-DEC-12,Product_118,Customer_1723,Channel_11,Territory_92,23,140,3220,60.87,1400.01
19-SEP-12,Product_124,Customer_1778,Channel_7,Territory_32,144,18.13,2610.72,18.13,2610.72
19-OCT-12,Product_126,Customer_1723,Channel_11,Territory_93,2,243.8,487.6,243.8,487.6
27-SEP-12,Product_124,Customer_1778,Channel_7,Territory_32,72,18.13,1305.36,18.13,1305.36
10-AUG-12,Product_114,Customer_1778,Channel_7,Territory_32,3,39.12,117.36,39.12,117.36
12-NOV-12,Product_114,Customer_1778,Channel_7,Territory_32,18,39.12,704.16,39.12,704.16
10-DEC-12,Product_98,Customer_328,Channel_7,Territory_92,1,42.25,42.25,42.25,42.25
02-NOV-12,Product_114,Customer_1778,Channel_7,Territory_32,10,39.12,391.2,39.12,391.2
11-OCT-12,Product_23,Customer_1778,Channel_7,Territory_32,40,17.05,682,17.05,682
17-AUG-12,Product_2,Customer_951,Channel_4,Territory_10,6,35.2,211.2,29.33,175.98
02-NOV-12,Product_74,Customer_1778,Channel_7,Territory_32,12,17.05,204.6,17.05,204.6
16-NOV-12,Product_54,Customer_328,Channel_7,Territory_92,2,13,26,13,26
13-SEP-12,Product_75,Customer_281,Channel_11,Territory_54,2,39,78,39,78
04-DEC-12,Product_120,Customer_1296,Channel_4,Territory_34,100,30,3000,15,1500
24-OCT-12,Product_126,Customer_1813,Channel_8,Territory_90,4,239,956,239,956
28-AUG-12,Product_59,Customer_353,Channel_4,Territory_92,112,12.5,1400,7.81,874.72
02-NOV-12,Product_20,Customer_51,Channel_11,Territory_92,15,75,1125,50,750
09-AUG-12,Product_90,Customer_580,Channel_8,Territory_90,70,41,2870,41,2870
01-OCT-12,Product_52,Customer_793,Channel_7,Territory_29,1,40,40,40,40
13-DEC-12,Product_57,Customer_319,Channel_7,Territory_33,31,14.3,443.3,9.23,286.13
03-DEC-12,Product_130,Customer_309,Channel_7,Territory_28,110,107,11770,48.64,5350.4
02-JUL-12,Product_106,Customer_567,Channel_11,Territory_92,51,50,2550,29.41,1499.91
03-OCT-12,Product_16,Customer_1444,Channel_10,Territory_30,85,52.9,4496.5,31.12,2645.2
03-SEP-12,Product_72,Customer_554,Channel_8,Territory_94,5,64.4,322,64.4,322
21-DEC-12,Product_3,Customer_1848,Channel_7,Territory_19,1,404.2,404.2,404.2,404.2
05-JUL-12,Product_135,Customer_1444,Channel_10,Territory_30,30,13,390,13,390
26-JUL-12,Product_122,Customer_24,Channel_4,Territory_25,20,90,1800,45,900
30-OCT-12,Product_6,Customer_441,Channel_7,Territory_31,150,78,11700,52,7800
15-OCT-12,Product_115,Customer_1782,Channel_4,Territory_25,12,16.5,198,13.75,165
05-NOV-12,Product_98,Customer_441,Channel_7,Territory_31,100,42.25,4225,42.25,4225
07-DEC-12,Product_8,Customer_486,Channel_7,Territory_29,12,13.9,166.8,11.58,138.96
26-SEP-12,Product_59,Customer_716,Channel_7,Territory_32,30,12.5,375,8.33,249.9
05-JUL-12,Product_135,Customer_1705,Channel_7,Territory_29,50,13,650,13,650
22-NOV-12,Product_60,Customer_580,Channel_8,Territory_90,2,1250,2500,1250,2500
18-OCT-12,Product_31,Customer_50,Channel_4,Territory_91,51,108.5,5533.5,63.82,3254.82
26-DEC-12,Product_123,Customer_139,Channel_7,Territory_32,5,50,250,50,250
14-NOV-12,Product_80,Customer_1848,Channel_7,Territory_19,1,146.9,146.9,146.9,146.9
14-NOV-12,Product_106,Customer_567,Channel_11,Territory_92,51,50,2550,29.41,1499.91
03-JUL-12,Product_106,Customer_554,Channel_8,Territory_94,300,50,15000,33.33,9999
30-JUL-12,Product_126,Customer_1705,Channel_7,Territory_69,1,243.8,243.8,243.8,243.8
27-NOV-12,Product_91,Customer_624,Channel_4,Territory_52,15,30,450,20,300
15-DEC-12,Product_76,Customer_51,Channel_11,Territory_92,16,64.5,1032,40.31,644.96
16-JUL-12,Product_106,Customer_94,Channel_4,Territory_10,5,33,165,33,165
28-NOV-12,Product_98,Customer_156,Channel_7,Territory_25,5,42.25,211.25,42.25,211.25
13-AUG-12,Product_130,Customer_567,Channel_11,Territory_92,21,82,1722,78.1,1640.1
18-DEC-12,Product_106,Customer_884,Channel_4,Territory_34,200,50,10000,25,5000
16-NOV-12,Product_50,Customer_580,Channel_8,Territory_90,20,62.6,1252,62.6,1252
07-NOV-12,Product_68,Customer_1779,Channel_8,Territory_94,10,30,300,30,300
02-OCT-12,Product_92,Customer_793,Channel_7,Territory_29,26,24.5,637,18.85,490.1
08-OCT-12,Product_20,Customer_51,Channel_11,Territory_92,15,75,1125,50,750
14-NOV-12,Product_35,Customer_1389,Channel_7,Territory_25,26,18.2,473.2,14,364
18-SEP-12,Product_106,Customer_51,Channel_11,Territory_92,15,50,750,33.33,499.95
23-JUL-12,Product_33,Customer_51,Channel_11,Territory_92,15,64,960,42.67,640.05
03-SEP-12,Product_54,Customer_554,Channel_8,Territory_94,50,11,550,11,550
02-NOV-12,Product_30,Customer_554,Channel_8,Territory_94,2,56,112,56,112
28-DEC-12,Product_71,Customer_554,Channel_8,Territory_94,2,75,150,75,150
11-DEC-12,Product_97,Customer_1082,Channel_4,Territory_52,6,116,696,96.67,580.02
27-SEP-12,Product_92,Customer_793,Channel_7,Territory_29,26,24.5,637,18.85,490.1
25-JUL-12,Product_102,Customer_859,Channel_4,Territory_11,42,10.3,432.6,7.36,309.12
05-JUL-12,Product_135,Customer_809,Channel_4,Territory_103,20,13,260,13,260
16-AUG-12,Product_23,Customer_1885,Channel_7,Territory_32,12,17.29,207.48,17.29,207.48
03-DEC-12,Product_126,Customer_309,Channel_7,Territory_58,20,243.8,4876,243.8,4876
03-SEP-12,Product_53,Customer_554,Channel_8,Territory_94,5,67,335,67,335
11-SEP-12,Product_58,Customer_362,Channel_7,Territory_25,4,59.5,238,59.5,238
03-DEC-12,Product_136,Customer_374,Channel_7,Territory_1,6,6.51,39.06,6.51,39.06
24-DEC-12,Product_41,Customer_580,Channel_8,Territory_90,1,986,986,986,986
16-OCT-12,Product_130,Customer_1795,Channel_4,Territory_53,130,107,13910,82.31,10700.3
01-OCT-12,Product_5,Customer_1726,Channel_8,Territory_111,70,37,2590,37,2590
23-AUG-12,Product_71,Customer_930,Channel_4,Territory_21,2,119.5,239,119.5,239
14-NOV-12,Product_70,Customer_1623,Channel_8,Territory_111,50,92,4600,92,4600
16-OCT-12,Product_52,Customer_894,Channel_4,Territory_67,30,40,1200,40,1200
20-DEC-12,Product_135,Customer_1471,Channel_7,Territory_32,3,9.3,27.9,9.3,27.9
16-AUG-12,Product_80,Customer_1726,Channel_8,Territory_111,8,127.7,1021.6,127.7,1021.6
03-NOV-12,Product_10,Customer_1726,Channel_8,Territory_111,10,51,510,51,510
07-AUG-12,Product_54,Customer_1623,Channel_8,Territory_111,20,11,220,11,220
11-DEC-12,Product_135,Customer_1713,Channel_7,Territory_32,2,9.3,18.6,9.3,18.6
11-JUL-12,Product_33,Customer_1674,Channel_5,Territory_12,150,32.3,4845,32.3,4845
02-OCT-12,Product_126,Customer_1262,Channel_4,Territory_61,5,239,1195,239,1195
12-OCT-12,Product_88,Customer_1726,Channel_8,Territory_111,10,21.7,217,21.7,217
13-DEC-12,Product_70,Customer_709,Channel_8,Territory_5,3,92,276,92,276
12-NOV-12,Product_30,Customer_1726,Channel_8,Territory_111,20,56,1120,56,1120
03-SEP-12,Product_123,Customer_1262,Channel_4,Territory_23,10,50,500,50,500
03-SEP-12,Product_130,Customer_494,Channel_10,Territory_57,60,82,4920,82,4920
08-NOV-12,Product_110,Customer_1468,Channel_8,Territory_12,5,1125,5625,1125,5625
07-DEC-12,Product_2,Customer_1726,Channel_8,Territory_107,60,27.1,1626,27.1,1626
24-OCT-12,Product_42,Customer_1439,Channel_7,Territory_28,1,82,82,82,82
09-NOV-12,Product_123,Customer_1677,Channel_4,Territory_10,30,40,1200,40,1200
01-OCT-12,Product_54,Customer_1726,Channel_8,Territory_111,120,11,1320,11,1320
18-SEP-12,Product_27,Customer_704,Channel_8,Territory_94,3,51.7,155.1,51.7,155.1
18-SEP-12,Product_47,Customer_737,Channel_7,Territory_33,1,114.8,114.8,114.8,114.8
23-JUL-12,Product_104,Customer_1036,Channel_4,Territory_103,6,15,90,15,90
10-JUL-12,Product_70,Customer_1895,Channel_7,Territory_29,1,92,92,92,92
02-OCT-12,Product_52,Customer_485,Channel_7,Territory_19,10,40,400,40,400
16-OCT-12,Product_94,Customer_144,Channel_11,Territory_82,20,70,1400,70,1400
07-DEC-12,Product_8,Customer_422,Channel_7,Territory_19,65,13.9,903.5,10.69,694.85
12-OCT-12,Product_25,Customer_303,Channel_7,Territory_2,2,17.29,34.58,17.29,34.58
04-DEC-12,Product_37,Customer_1330,Channel_11,Territory_108,46,110,5060,95.65,4399.9
18-JUL-12,Product_57,Customer_1431,Channel_7,Territory_27,39,14.3,557.7,11,429
13-JUL-12,Product_42,Customer_172,Channel_7,Territory_25,1,82,82,82,82
20-NOV-12,Product_126,Customer_1081,Channel_4,Territory_65,2,239,478,239,478
30-OCT-12,Product_36,Customer_1543,Channel_7,Territory_35,34,80,2720,47.06,1600.04
04-SEP-12,Product_43,Customer_885,Channel_4,Territory_97,15,86.8,1302,57.87,868.05
09-JUL-12,Product_8,Customer_1062,Channel_4,Territory_92,12,13.9,166.8,11.58,138.96
02-NOV-12,Product_92,Customer_1185,Channel_4,Territory_34,26,24.5,637,18.85,490.1
14-DEC-12,Product_13,Customer_1293,Channel_4,Territory_23,8,97.4,779.2,60.88,487.04
14-AUG-12,Product_71,Customer_1524,Channel_4,Territory_97,13,119.5,1553.5,91.92,1194.96
29-NOV-12,Product_126,Customer_995,Channel_4,Territory_59,5,239,1195,239,1195
05-JUL-12,Product_8,Customer_400,Channel_7,Territory_26,117,13.9,1626.3,10.69,1250.73
12-NOV-12,Product_35,Customer_1543,Channel_7,Territory_35,26,18.2,473.2,14,364
26-SEP-12,Product_59,Customer_1273,Channel_4,Territory_17,40,12.5,500,7.81,312.4
11-SEP-12,Product_124,Customer_56,Channel_7,Territory_1,12,18.13,217.56,18.13,217.56
22-DEC-12,Product_59,Customer_640,Channel_7,Territory_32,45,12.5,562.5,8.33,374.85
10-OCT-12,Product_92,Customer_1765,Channel_7,Territory_29,25,24.5,612.5,18.62,465.5
25-JUL-12,Product_76,Customer_216,Channel_7,Territory_28,16,64.5,1032,40.31,644.96
24-SEP-12,Product_126,Customer_948,Channel_4,Territory_58,5,239,1195,239,1195
05-NOV-12,Product_47,Customer_1469,Channel_7,Territory_32,1,114.8,114.8,114.8,114.8
18-DEC-12,Product_37,Customer_1721,Channel_7,Territory_28,1,110,110,110,110
10-SEP-12,Product_76,Customer_23,Channel_11,Territory_53,90,64.5,5805,35.83,3224.7
26-DEC-12,Product_43,Customer_816,Channel_11,Territory_27,45,86.8,3906,48.22,2169.9
30-JUL-12,Product_54,Customer_736,Channel_8,Territory_45,1,11,11,11,11
02-OCT-12,Product_58,Customer_229,Channel_4,Territory_22,2,59.5,119,59.5,119
19-NOV-12,Product_8,Customer_736,Channel_8,Territory_45,2,12.1,24.2,12.1,24.2
16-AUG-12,Product_71,Customer_1318,Channel_8,Territory_50,3,75,225,75,225
14-SEP-12,Product_113,Customer_237,Channel_10,Territory_4,1,1200,1200,1200,1200
02-AUG-12,Product_123,Customer_1726,Channel_8,Territory_111,100,50,5000,50,5000
26-DEC-12,Product_86,Customer_1623,Channel_8,Territory_111,5,22,110,22,110
03-OCT-12,Product_3,Customer_1726,Channel_8,Territory_111,10,404.2,4042,404.2,4042
21-DEC-12,Product_109,Customer_1471,Channel_7,Territory_32,1,338.1,338.1,338.1,338.1
03-OCT-12,Product_52,Customer_1308,Channel_4,Territory_67,4,40,160,40,160
10-DEC-12,Product_88,Customer_1468,Channel_8,Territory_12,5,21.7,108.5,21.7,108.5
27-NOV-12,Product_111,Customer_1824,Channel_6,Territory_77,100,26.2,2620,26.2,2620
21-DEC-12,Product_42,Customer_468,Channel_7,Territory_28,1,82,82,82,82
08-NOV-12,Product_98,Customer_36,Channel_5,Territory_50,100,38,3800,38,3800
06-DEC-12,Product_82,Customer_1623,Channel_8,Territory_111,4,98,392,98,392
15-OCT-12,Product_30,Customer_1394,Channel_4,Territory_10,16,86.8,1388.8,54.25,868
15-DEC-12,Product_130,Customer_765,Channel_4,Territory_33,140,76.98,10777.2,54.99,7698.6
21-SEP-12,Product_122,Customer_1132,Channel_4,Territory_22,20,90,1800,45,900
27-SEP-12,Product_92,Customer_417,Channel_7,Territory_29,14,24.5,343,17.5,245
02-NOV-12,Product_117,Customer_193,Channel_7,Territory_29,35,122.9,4301.5,105.34,3686.9
19-DEC-12,Product_7,Customer_189,Channel_4,Territory_92,100,25,2500,12.5,1250
06-JUL-12,Product_92,Customer_141,Channel_7,Territory_29,26,24.5,637,18.85,490.1
25-OCT-12,Product_98,Customer_88,Channel_7,Territory_38,6,42.25,253.5,42.25,253.5
13-JUL-12,Product_92,Customer_377,Channel_7,Territory_92,6,24.5,147,20.42,122.52
03-OCT-12,Product_49,Customer_905,Channel_11,Territory_103,20,57.7,1154,57.7,1154
06-SEP-12,Product_72,Customer_422,Channel_7,Territory_19,32,108.5,3472,67.81,2169.92
06-SEP-12,Product_32,Customer_422,Channel_7,Territory_19,48,108.5,5208,67.81,3254.88
27-SEP-12,Product_92,Customer_422,Channel_7,Territory_19,39,24.5,955.5,18.85,735.15
07-DEC-12,Product_92,Customer_1894,Channel_7,Territory_29,140,24.5,3430,17.5,2450
12-JUL-12,Product_33,Customer_293,Channel_4,Territory_97,30,64,1920,42.67,1280.1
20-SEP-12,Product_126,Customer_485,Channel_7,Territory_66,1,243.8,243.8,243.8,243.8
04-DEC-12,Product_100,Customer_354,Channel_7,Territory_35,17,64.5,1096.5,37.94,644.98
02-AUG-12,Product_59,Customer_1414,Channel_4,Territory_88,36,12.5,450,10.42,375.12
19-OCT-12,Product_21,Customer_731,Channel_4,Territory_17,7,90,630,64.29,450.03
01-NOV-12,Product_130,Customer_787,Channel_4,Territory_27,25,107,2675,85.6,2140
08-NOV-12,Product_123,Customer_640,Channel_7,Territory_32,8,35.29,282.32,35.29,282.32
23-AUG-12,Product_58,Customer_764,Channel_7,Territory_29,3,59.5,178.5,59.5,178.5
17-DEC-12,Product_51,Customer_1543,Channel_7,Territory_35,7,36.4,254.8,36.4,254.8
03-SEP-12,Product_42,Customer_1571,Channel_7,Territory_29,1,82,82,82,82
21-SEP-12,Product_52,Customer_838,Channel_4,Territory_27,10,40,400,40,400
10-OCT-12,Product_62,Customer_105,Channel_7,Territory_2,10,10,100,10,100
25-SEP-12,Product_49,Customer_1543,Channel_7,Territory_35,5,62.5,312.5,62.5,312.5
02-AUG-12,Product_106,Customer_1142,Channel_4,Territory_92,48,50,2400,31.25,1500
04-OCT-12,Product_135,Customer_109,Channel_7,Territory_32,1,9.3,9.3,9.3,9.3
10-DEC-12,Product_35,Customer_75,Channel_7,Territory_27,6,18.2,109.2,15.17,91.02
13-AUG-12,Product_72,Customer_1755,Channel_7,Territory_92,17,108.5,1844.5,63.82,1084.94
13-JUL-12,Product_59,Customer_1755,Channel_7,Territory_92,56,12.5,700,7.81,437.36
13-JUL-12,Product_135,Customer_1352,Channel_4,Territory_53,10,13,130,13,130
06-DEC-12,Product_90,Customer_764,Channel_7,Territory_29,12,53.34,640.08,53.34,640.08
15-OCT-12,Product_130,Customer_1524,Channel_4,Territory_97,6,107,642,89.17,535.02
30-OCT-12,Product_45,Customer_1517,Channel_4,Territory_54,30,64,1920,32,960
13-SEP-12,Product_130,Customer_801,Channel_4,Territory_21,12,107,1284,89.17,1070.04
03-AUG-12,Product_104,Customer_890,Channel_11,Territory_16,15,15,225,15,225
19-SEP-12,Product_122,Customer_1272,Channel_4,Territory_54,100,90,9000,45,4500
07-AUG-12,Product_43,Customer_1585,Channel_4,Territory_63,13,86.8,1128.4,66.77,868.01
18-SEP-12,Product_60,Customer_736,Channel_8,Territory_45,3,1250,3750,1250,3750
